"","id","condcode","item","sentencetype","predictability","ROI","laterality","anteriority","window","amplitude","target","target.cloze","target.len","target.lg10WF"
"24242","1_97","1","97","old","high","9","right","posterior","t300_500",-1.22056,"converted",0.313,9,2.12
"24261","1_97","1","97","old","high","8","midline","posterior","t300_500",-3.98241,"converted",0.313,9,2.12
"24301","1_98","1","98","old","high","7","left","posterior","t300_500",-0.51295,"blessed",0.1,7,2.85
"24311","1_98","1","98","old","high","8","midline","posterior","t300_500",-1.26111083333333,"blessed",0.1,7,2.85
"24314","1_98","1","98","old","high","9","right","posterior","t300_500",-1.73371583333333,"blessed",0.1,7,2.85
"24374","1_99","1","99","old","high","9","right","posterior","t300_500",8.6124625,"called",0.233,6,4.24
"24394","1_99","1","99","old","high","7","left","posterior","t300_500",11.052525,"called",0.233,6,4.24
"24402","1_99","1","99","old","high","8","midline","posterior","t300_500",9.5445625,"called",0.233,6,4.24
"24430","1_100","1","100","old","high","9","right","posterior","t300_500",6.99845,"cited",0.233,5,1.59
"24434","1_100","1","100","old","high","7","left","posterior","t300_500",6.5981875,"cited",0.233,5,1.59
"24478","1_100","1","100","old","high","8","midline","posterior","t300_500",8.5012875,"cited",0.233,5,1.59
"24492","1_101","1","101","old","high","7","left","posterior","t300_500",-2.73031908333333,"prayed",0.133,6,2.38
"24524","1_101","1","101","old","high","9","right","posterior","t300_500",-2.29854286666667,"prayed",0.133,6,2.38
"24526","1_101","1","101","old","high","8","midline","posterior","t300_500",-2.49792530833333,"prayed",0.133,6,2.38
"24567","1_102","1","102","old","high","7","left","posterior","t300_500",-4.06267083333333,"targeted",0.2,8,2.05
"24607","1_102","1","102","old","high","9","right","posterior","t300_500",-3.25273,"targeted",0.2,8,2.05
"24612","1_102","1","102","old","high","8","midline","posterior","t300_500",-4.16335833333333,"targeted",0.2,8,2.05
"24626","1_103","1","103","old","high","7","left","posterior","t300_500",1.09607,"rewarded",0.219,8,2.18
"24661","1_103","1","103","old","high","9","right","posterior","t300_500",2.69175,"rewarded",0.219,8,2.18
"24686","1_103","1","103","old","high","8","midline","posterior","t300_500",2.95774,"rewarded",0.219,8,2.18
"24704","1_104","1","104","old","high","7","left","posterior","t300_500",8.9219,"used",0.097,4,4.24
"24749","1_104","1","104","old","high","8","midline","posterior","t300_500",9.85715833333333,"used",0.097,4,4.24
"24762","1_104","1","104","old","high","9","right","posterior","t300_500",9.7185,"used",0.097,4,4.24
"24791","1_105","1","105","old","high","7","left","posterior","t300_500",1.45503416666667,"promoted",0.2,8,2.46
"24827","1_105","1","105","old","high","9","right","posterior","t300_500",-1.67406583333333,"promoted",0.2,8,2.46
"24830","1_105","1","105","old","high","8","midline","posterior","t300_500",1.244675,"promoted",0.2,8,2.46
"24858","1_106","1","106","old","high","7","left","posterior","t300_500",-0.0641983333333332,"promoted",0.125,8,2.46
"24888","1_106","1","106","old","high","8","midline","posterior","t300_500",-0.9089,"promoted",0.125,8,2.46
"24893","1_106","1","106","old","high","9","right","posterior","t300_500",-0.573745,"promoted",0.125,8,2.46
"24931","1_107","1","107","old","high","7","left","posterior","t300_500",0.69917,"hit",0.067,3,4.15
"24962","1_107","1","107","old","high","9","right","posterior","t300_500",0.509552,"hit",0.067,3,4.15
"24980","1_107","1","107","old","high","8","midline","posterior","t300_500",-0.155896,"hit",0.067,3,4.15
"25008","1_108","1","108","old","high","7","left","posterior","t300_500",-6.5015,"tagged",0.133,6,1.99
"25055","1_108","1","108","old","high","9","right","posterior","t300_500",-6.6673375,"tagged",0.133,6,1.99
"25056","1_108","1","108","old","high","8","midline","posterior","t300_500",-8.6909625,"tagged",0.133,6,1.99
"25070","1_109","1","109","old","high","7","left","posterior","t300_500",-2.2547,"sentenced",0.2,9,2.33
"25115","1_109","1","109","old","high","9","right","posterior","t300_500",-3.9027621,"sentenced",0.2,9,2.33
"25122","1_109","1","109","old","high","8","midline","posterior","t300_500",-4.09672,"sentenced",0.2,9,2.33
"25141","1_110","1","110","old","high","7","left","posterior","t300_500",2.453246,"struck",0.065,6,2.92
"25175","1_110","1","110","old","high","8","midline","posterior","t300_500",2.211059,"struck",0.065,6,2.92
"25182","1_110","1","110","old","high","9","right","posterior","t300_500",2.076139,"struck",0.065,6,2.92
"25202","1_111","1","111","old","high","7","left","posterior","t300_500",-0.76541,"yelled",0.1,6,2.5
"25241","1_111","1","111","old","high","8","midline","posterior","t300_500",-1.66618,"yelled",0.1,6,2.5
"25248","1_111","1","111","old","high","9","right","posterior","t300_500",-0.985962,"yelled",0.1,6,2.5
"25289","1_112","1","112","old","high","8","midline","posterior","t300_500",3.876775,"recommended",0.375,11,2.44
"25297","1_112","1","112","old","high","7","left","posterior","t300_500",3.41270666666667,"recommended",0.375,11,2.44
"25299","1_112","1","112","old","high","9","right","posterior","t300_500",3.59090583333333,"recommended",0.375,11,2.44
"25364","1_113","1","113","old","high","9","right","posterior","t300_500",-1.1280208,"taught",0.267,6,3.35
"25365","1_113","1","113","old","high","7","left","posterior","t300_500",-0.4891954,"taught",0.267,6,3.35
"25389","1_113","1","113","old","high","8","midline","posterior","t300_500",-2.492982,"taught",0.267,6,3.35
"25425","1_114","1","114","old","high","7","left","posterior","t300_500",4.44146,"hired",0.161,5,3.23
"25468","1_114","1","114","old","high","9","right","posterior","t300_500",3.587928,"hired",0.161,5,3.23
"25473","1_114","1","114","old","high","8","midline","posterior","t300_500",4.06418,"hired",0.161,5,3.23
"25500","1_115","1","115","old","high","9","right","posterior","t300_500",3.25512166666667,"detained",0.091,8,2.1
"25515","1_115","1","115","old","high","7","left","posterior","t300_500",8.11033333333333,"detained",0.091,8,2.1
"25526","1_115","1","115","old","high","8","midline","posterior","t300_500",6.60496883333333,"detained",0.091,8,2.1
"25604","1_116","1","116","old","high","7","left","posterior","t300_500",2.79535375,"supported",0.061,9,2.27
"25620","1_116","1","116","old","high","9","right","posterior","t300_500",1.71632125,"supported",0.061,9,2.27
"25629","1_116","1","116","old","high","8","midline","posterior","t300_500",1.918972625,"supported",0.061,9,2.27
"25678","1_117","1","117","old","high","9","right","posterior","t300_500",4.716619,"caught",0.061,6,3.68
"25685","1_117","1","117","old","high","7","left","posterior","t300_500",4.93649,"caught",0.061,6,3.68
"25700","1_117","1","117","old","high","8","midline","posterior","t300_500",5.479695,"caught",0.061,6,3.68
"25737","1_118","1","118","old","high","7","left","posterior","t300_500",2.91327583333333,"awarded",0.061,7,2.1
"25745","1_118","1","118","old","high","9","right","posterior","t300_500",1.32745666666667,"awarded",0.061,7,2.1
"25751","1_118","1","118","old","high","8","midline","posterior","t300_500",2.12574,"awarded",0.061,7,2.1
"25799","1_119","1","119","old","high","9","right","posterior","t300_500",4.42307333333333,"promoted",0.091,8,2.46
"25810","1_119","1","119","old","high","8","midline","posterior","t300_500",7.92336666666667,"promoted",0.091,8,2.46
"25814","1_119","1","119","old","high","7","left","posterior","t300_500",8.94545,"promoted",0.091,8,2.46
"25868","1_120","1","120","old","high","9","right","posterior","t300_500",-0.1734,"cast",0.121,4,3.07
"25901","1_120","1","120","old","high","7","left","posterior","t300_500",-0.781089166666667,"cast",0.121,4,3.07
"25916","1_120","1","120","old","high","8","midline","posterior","t300_500",-0.367084166666666,"cast",0.121,4,3.07
"25941","6_121","6","121","ellen","low","7","left","posterior","t300_500",-0.666532,"cake",0,4,3.36
"25963","6_121","6","121","ellen","low","9","right","posterior","t300_500",-0.12662025,"cake",0,4,3.36
"25980","6_121","6","121","ellen","low","8","midline","posterior","t300_500",-0.18781115,"cake",0,4,3.36
"26003","6_122","6","122","ellen","low","7","left","posterior","t300_500",-2.83480833333333,"hen",0,3,2.21
"26043","6_122","6","122","ellen","low","9","right","posterior","t300_500",-3.150455,"hen",0,3,2.21
"26054","6_122","6","122","ellen","low","8","midline","posterior","t300_500",-3.02253333333333,"hen",0,3,2.21
"26066","6_123","6","123","ellen","low","7","left","posterior","t300_500",-3.34221111111111,"choir",0,5,2.43
"26130","6_123","6","123","ellen","low","8","midline","posterior","t300_500",-3.78311611111111,"choir",0,5,2.43
"26131","6_123","6","123","ellen","low","9","right","posterior","t300_500",-3.60349222222222,"choir",0,5,2.43
"26194","6_124","6","124","ellen","low","7","left","posterior","t300_500",2.57017875,"roof",0,4,3.26
"26195","6_124","6","124","ellen","low","8","midline","posterior","t300_500",1.506825,"roof",0,4,3.26
"26205","6_124","6","124","ellen","low","9","right","posterior","t300_500",1.54197875,"roof",0,4,3.26
"26236","6_125","6","125","ellen","low","9","right","posterior","t300_500",2.302209,"closet",0,6,3.14
"26249","6_125","6","125","ellen","low","8","midline","posterior","t300_500",1.10436825,"closet",0,6,3.14
"26257","6_125","6","125","ellen","low","7","left","posterior","t300_500",1.303341,"closet",0,6,3.14
"26305","6_126","6","126","ellen","low","9","right","posterior","t300_500",1.8289275,"cream",0,5,3.4
"26321","6_126","6","126","ellen","low","8","midline","posterior","t300_500",1.988325,"cream",0,5,3.4
"26329","6_126","6","126","ellen","low","7","left","posterior","t300_500",1.282479,"cream",0,5,3.4
"26375","6_127","6","127","ellen","low","8","midline","posterior","t300_500",2.9669115,"loaf",0,4,2.36
"26410","6_127","6","127","ellen","low","7","left","posterior","t300_500",2.26619145,"loaf",0,4,2.36
"26413","6_127","6","127","ellen","low","9","right","posterior","t300_500",3.626823,"loaf",0,4,2.36
"26470","6_128","6","128","ellen","low","8","midline","posterior","t300_500",-1.94696444444444,"paper",0,5,3.72
"26478","6_128","6","128","ellen","low","9","right","posterior","t300_500",-1.815426,"paper",0,5,3.72
"26484","6_128","6","128","ellen","low","7","left","posterior","t300_500",-1.21402722222222,"paper",0,5,3.72
"26530","6_129","6","129","ellen","low","7","left","posterior","t300_500",-5.01833791666667,"dollars",0,7,3.6
"26538","6_129","6","129","ellen","low","8","midline","posterior","t300_500",-5.16564141666667,"dollars",0,7,3.6
"26554","6_129","6","129","ellen","low","9","right","posterior","t300_500",-4.84989291666667,"dollars",0,7,3.6
"26619","6_130","6","130","ellen","low","8","midline","posterior","t300_500",1.36585,"sandwich",0,8,3.05
"26625","6_130","6","130","ellen","low","9","right","posterior","t300_500",2.20736727272727,"sandwich",0,8,3.05
"26633","6_130","6","130","ellen","low","7","left","posterior","t300_500",0.960195454545454,"sandwich",0,8,3.05
"26665","6_131","6","131","ellen","low","9","right","posterior","t300_500",-1.78508636363636,"dentist",0,7,2.76
"26681","6_131","6","131","ellen","low","8","midline","posterior","t300_500",-2.08128090909091,"dentist",0,7,2.76
"26710","6_131","6","131","ellen","low","7","left","posterior","t300_500",-0.410313636363636,"dentist",0,7,2.76
"26744","6_132","6","132","ellen","low","9","right","posterior","t300_500",-1.30091208333333,"school",0,6,4.23
"26758","6_132","6","132","ellen","low","8","midline","posterior","t300_500",0.370229166666667,"school",0,6,4.23
"26774","6_132","6","132","ellen","low","7","left","posterior","t300_500",0.289745833333333,"school",0,6,4.23
"26822","6_133","6","133","ellen","low","9","right","posterior","t300_500",-8.19867727272727,"baby",0,4,4.41
"26827","6_133","6","133","ellen","low","8","midline","posterior","t300_500",-6.95251818181818,"baby",0,4,4.41
"26848","6_133","6","133","ellen","low","7","left","posterior","t300_500",-6.87813181818182,"baby",0,4,4.41
"26890","6_134","6","134","ellen","low","9","right","posterior","t300_500",0.68152409090909,"church",0,6,3.55
"26907","6_134","6","134","ellen","low","8","midline","posterior","t300_500",2.38415681818182,"church",0,6,3.55
"26924","6_134","6","134","ellen","low","7","left","posterior","t300_500",2.24083772727273,"church",0,6,3.55
"26964","6_135","6","135","ellen","low","7","left","posterior","t300_500",-0.110113636363636,"tea",0,3,3.48
"26975","6_135","6","135","ellen","low","9","right","posterior","t300_500",0.00409199999999988,"tea",0,3,3.48
"26999","6_135","6","135","ellen","low","8","midline","posterior","t300_500",-1.03531468181818,"tea",0,3,3.48
"27037","6_136","6","136","ellen","low","7","left","posterior","t300_500",-5.975997,"lemon",0,5,2.79
"27047","6_136","6","136","ellen","low","8","midline","posterior","t300_500",-5.892578,"lemon",0,5,2.79
"27056","6_136","6","136","ellen","low","9","right","posterior","t300_500",-5.9838615,"lemon",0,5,2.79
"27081","6_137","6","137","ellen","low","7","left","posterior","t300_500",-3.13897045454545,"soil",0,4,2.6
"27106","6_137","6","137","ellen","low","8","midline","posterior","t300_500",-4.05107272727273,"soil",0,4,2.6
"27129","6_137","6","137","ellen","low","9","right","posterior","t300_500",-2.75380909090909,"soil",0,4,2.6
"27175","6_138","6","138","ellen","low","8","midline","posterior","t300_500",-3.01731277272727,"band",0,4,3.44
"27186","6_138","6","138","ellen","low","9","right","posterior","t300_500",-2.75629409090909,"band",0,4,3.44
"27216","6_138","6","138","ellen","low","7","left","posterior","t300_500",-3.18848672727273,"band",0,4,3.44
"27231","6_139","6","139","ellen","low","8","midline","posterior","t300_500",-4.23153888888889,"map",0,3,3.21
"27239","6_139","6","139","ellen","low","9","right","posterior","t300_500",-2.21241722222222,"map",0,3,3.21
"27278","6_139","6","139","ellen","low","7","left","posterior","t300_500",-4.69666722222222,"map",0,3,3.21
"27292","6_140","6","140","ellen","low","9","right","posterior","t300_500",-1.15173333333333,"lessons",0,7,2.89
"27344","6_140","6","140","ellen","low","8","midline","posterior","t300_500",-1.532245,"lessons",0,7,2.89
"27346","6_140","6","140","ellen","low","7","left","posterior","t300_500",-1.18393777777778,"lessons",0,7,2.89
"27378","6_141","6","141","ellen","low","9","right","posterior","t300_500",0.971122291666667,"star",0,4,3.62
"27390","6_141","6","141","ellen","low","8","midline","posterior","t300_500",0.113438666666667,"star",0,4,3.62
"27395","6_141","6","141","ellen","low","7","left","posterior","t300_500",-0.45106125,"star",0,4,3.62
"27457","6_142","6","142","ellen","low","9","right","posterior","t300_500",-0.967354545454545,"ground",0,6,3.57
"27462","6_142","6","142","ellen","low","7","left","posterior","t300_500",-1.146985,"ground",0,6,3.57
"27471","6_142","6","142","ellen","low","8","midline","posterior","t300_500",-1.29286136363636,"ground",0,6,3.57
"27533","6_143","6","143","ellen","low","7","left","posterior","t300_500",-5.68893636363636,"meal",0,4,3.17
"27536","6_143","6","143","ellen","low","9","right","posterior","t300_500",-3.79904363636364,"meal",0,4,3.17
"27539","6_143","6","143","ellen","low","8","midline","posterior","t300_500",-5.804475,"meal",0,4,3.17
"27587","6_144","6","144","ellen","low","9","right","posterior","t300_500",-5.87453636363636,"fog",0,3,2.68
"27610","6_144","6","144","ellen","low","8","midline","posterior","t300_500",-6.81496136363636,"fog",0,3,2.68
"27621","6_144","6","144","ellen","low","7","left","posterior","t300_500",-4.97847590909091,"fog",0,3,2.68
"27702","6_145","6","145","ellen","low","9","right","posterior","t300_500",0.397548,"race",0,4,3.5
"27710","6_145","6","145","ellen","low","7","left","posterior","t300_500",0.979019,"race",0,4,3.5
"27711","6_145","6","145","ellen","low","8","midline","posterior","t300_500",0.49856155,"race",0,4,3.5
"27758","6_146","6","146","ellen","low","8","midline","posterior","t300_500",-1.74631909090909,"shade",0,5,2.48
"27775","6_146","6","146","ellen","low","7","left","posterior","t300_500",-1.73557181818182,"shade",0,5,2.48
"27776","6_146","6","146","ellen","low","9","right","posterior","t300_500",-2.2557,"shade",0,5,2.48
"27794","6_147","6","147","ellen","low","8","midline","posterior","t300_500",2.41074131818182,"pill",0,4,2.78
"27804","6_147","6","147","ellen","low","9","right","posterior","t300_500",2.50554181818182,"pill",0,4,2.78
"27832","6_147","6","147","ellen","low","7","left","posterior","t300_500",2.75116863636364,"pill",0,4,2.78
"27872","6_148","6","148","ellen","low","8","midline","posterior","t300_500",4.13183404166667,"car",0,3,4.39
"27882","6_148","6","148","ellen","low","9","right","posterior","t300_500",3.21606791666667,"car",0,3,4.39
"27900","6_148","6","148","ellen","low","7","left","posterior","t300_500",4.26350708333333,"car",0,3,4.39
"27962","6_149","6","149","ellen","low","9","right","posterior","t300_500",-3.34949625,"hammer",0,6,2.8
"27967","6_149","6","149","ellen","low","7","left","posterior","t300_500",-3.15092083333333,"hammer",0,6,2.8
"27976","6_149","6","149","ellen","low","8","midline","posterior","t300_500",-2.87724041666667,"hammer",0,6,2.8
"28026","6_150","6","150","ellen","low","7","left","posterior","t300_500",-3.275039,"leash",0,5,2.34
"28058","6_150","6","150","ellen","low","9","right","posterior","t300_500",-4.46247388888889,"leash",0,5,2.34
"28067","6_150","6","150","ellen","low","8","midline","posterior","t300_500",-2.61745277777778,"leash",0,5,2.34
"28123","6_151","6","151","ellen","low","9","right","posterior","t300_500",-0.476742916666666,"time",0,4,5
"28127","6_151","6","151","ellen","low","7","left","posterior","t300_500",0.525587125,"time",0,4,5
"28135","6_151","6","151","ellen","low","8","midline","posterior","t300_500",-1.15175666666667,"time",0,4,5
"28154","6_152","6","152","ellen","low","9","right","posterior","t300_500",1.0134405,"shore",0,5,3.01
"28177","6_152","6","152","ellen","low","8","midline","posterior","t300_500",1.694446,"shore",0,5,3.01
"28196","6_152","6","152","ellen","low","7","left","posterior","t300_500",2.479502,"shore",0,5,3.01
"28240","6_153","6","153","ellen","low","9","right","posterior","t300_500",6.367998125,"cheese",0,6,3.3
"28245","6_153","6","153","ellen","low","8","midline","posterior","t300_500",6.91095625,"cheese",0,6,3.3
"28288","6_153","6","153","ellen","low","7","left","posterior","t300_500",7.0636479375,"cheese",0,6,3.3
"28319","6_154","6","154","ellen","low","8","midline","posterior","t300_500",-6.692551,"muscles",0,7,2.59
"28333","6_154","6","154","ellen","low","9","right","posterior","t300_500",-6.862612,"muscles",0,7,2.59
"28359","6_154","6","154","ellen","low","7","left","posterior","t300_500",-6.679982,"muscles",0,7,2.59
"28387","6_155","6","155","ellen","low","8","midline","posterior","t300_500",-5.97162777777778,"check",0,5,4.15
"28401","6_155","6","155","ellen","low","9","right","posterior","t300_500",-5.16072777777778,"check",0,5,4.15
"28424","6_155","6","155","ellen","low","7","left","posterior","t300_500",-4.88012222222222,"check",0,5,4.15
"28474","6_156","6","156","ellen","low","7","left","posterior","t300_500",1.42446590909091,"holster",0,7,2.05
"28482","6_156","6","156","ellen","low","8","midline","posterior","t300_500",0.0140777272727271,"holster",0,7,2.05
"28483","6_156","6","156","ellen","low","9","right","posterior","t300_500",-0.878253181818182,"holster",0,7,2.05
"28558","6_157","6","157","ellen","low","8","midline","posterior","t300_500",-4.82161,"gas",0,3,3.54
"28571","6_157","6","157","ellen","low","7","left","posterior","t300_500",-2.73949333333333,"gas",0,3,3.54
"28572","6_157","6","157","ellen","low","9","right","posterior","t300_500",-6.41871611111111,"gas",0,3,3.54
"28619","6_158","6","158","ellen","low","9","right","posterior","t300_500",-5.520013,"river",0,5,3.45
"28621","6_158","6","158","ellen","low","8","midline","posterior","t300_500",-7.361061,"river",0,5,3.45
"28622","6_158","6","158","ellen","low","7","left","posterior","t300_500",-6.9092365,"river",0,5,3.45
"28680","6_159","6","159","ellen","low","9","right","posterior","t300_500",1.4111675,"flag",0,4,2.95
"28687","6_159","6","159","ellen","low","8","midline","posterior","t300_500",2.0524765,"flag",0,4,2.95
"28707","6_159","6","159","ellen","low","7","left","posterior","t300_500",1.56080365,"flag",0,4,2.95
"28744","6_160","6","160","ellen","low","9","right","posterior","t300_500",-1.92348636363636,"game",0,4,4.08
"28775","6_160","6","160","ellen","low","7","left","posterior","t300_500",0.100455,"game",0,4,4.08
"28783","6_160","6","160","ellen","low","8","midline","posterior","t300_500",-1.34925613636364,"game",0,4,4.08
"28838","6_161","6","161","ellen","low","9","right","posterior","t300_500",-4.818002905,"luck",0,4,3.89
"28858","6_161","6","161","ellen","low","7","left","posterior","t300_500",-2.721245,"luck",0,4,3.89
"28869","6_161","6","161","ellen","low","8","midline","posterior","t300_500",-4.490911,"luck",0,4,3.89
"28878","6_162","6","162","ellen","low","7","left","posterior","t300_500",0.762417916666667,"fur",0,3,2.63
"28881","6_162","6","162","ellen","low","9","right","posterior","t300_500",0.205052916666666,"fur",0,3,2.63
"28928","6_162","6","162","ellen","low","8","midline","posterior","t300_500",-0.331802916666667,"fur",0,3,2.63
"28949","6_163","6","163","ellen","low","7","left","posterior","t300_500",-2.72769833333333,"list",0,4,3.61
"28988","6_163","6","163","ellen","low","9","right","posterior","t300_500",-2.79896055555556,"list",0,4,3.61
"28999","6_163","6","163","ellen","low","8","midline","posterior","t300_500",-3.29885,"list",0,4,3.61
"29021","6_164","6","164","ellen","low","7","left","posterior","t300_500",-4.80382875,"anniversary",0,11,2.97
"29043","6_164","6","164","ellen","low","8","midline","posterior","t300_500",-5.58327,"anniversary",0,11,2.97
"29047","6_164","6","164","ellen","low","9","right","posterior","t300_500",-5.10066375,"anniversary",0,11,2.97
"29101","6_165","6","165","ellen","low","9","right","posterior","t300_500",-0.670198636363636,"bread",0,5,3.16
"29125","6_165","6","165","ellen","low","8","midline","posterior","t300_500",-1.04784181818182,"bread",0,5,3.16
"29132","6_165","6","165","ellen","low","7","left","posterior","t300_500",-0.298525454545454,"bread",0,5,3.16
"29175","6_166","6","166","ellen","low","9","right","posterior","t300_500",3.36719909090909,"desk",0,4,3.35
"29194","6_166","6","166","ellen","low","8","midline","posterior","t300_500",4.95643181818182,"desk",0,4,3.35
"29202","6_166","6","166","ellen","low","7","left","posterior","t300_500",6.089565,"desk",0,4,3.35
"29265","6_167","6","167","ellen","low","9","right","posterior","t300_500",-2.988667,"room",0,4,4.35
"29290","6_167","6","167","ellen","low","7","left","posterior","t300_500",-1.747475,"room",0,4,4.35
"29301","6_167","6","167","ellen","low","8","midline","posterior","t300_500",-2.9139855,"room",0,4,4.35
"29347","6_168","6","168","ellen","low","9","right","posterior","t300_500",-0.398942727272727,"city",0,4,3.94
"29352","6_168","6","168","ellen","low","7","left","posterior","t300_500",-1.18223009090909,"city",0,4,3.94
"29358","6_168","6","168","ellen","low","8","midline","posterior","t300_500",-0.788671363636363,"city",0,4,3.94
"29397","6_169","6","169","ellen","low","7","left","posterior","t300_500",1.82063333333333,"beach",0,5,3.46
"29400","6_169","6","169","ellen","low","9","right","posterior","t300_500",1.12652670833333,"beach",0,5,3.46
"29403","6_169","6","169","ellen","low","8","midline","posterior","t300_500",0.276259166666667,"beach",0,5,3.46
"29469","6_170","6","170","ellen","low","9","right","posterior","t300_500",1.47406125,"bowl",0,4,3.04
"29484","6_170","6","170","ellen","low","7","left","posterior","t300_500",2.21324791666667,"bowl",0,4,3.04
"29500","6_170","6","170","ellen","low","8","midline","posterior","t300_500",0.803416666666667,"bowl",0,4,3.04
"29537","6_171","6","171","ellen","low","7","left","posterior","t300_500",-3.74022284444444,"machine",0,7,3.55
"29549","6_171","6","171","ellen","low","8","midline","posterior","t300_500",-4.70864444444444,"machine",0,7,3.55
"29553","6_171","6","171","ellen","low","9","right","posterior","t300_500",-1.51667666666667,"machine",0,7,3.55
"29619","6_172","6","172","ellen","low","8","midline","posterior","t300_500",-4.91209583333333,"party",0,5,4.08
"29625","6_172","6","172","ellen","low","9","right","posterior","t300_500",-3.87731458333333,"party",0,5,4.08
"29639","6_172","6","172","ellen","low","7","left","posterior","t300_500",-3.99575291666667,"party",0,5,4.08
"29694","6_173","6","173","ellen","low","7","left","posterior","t300_500",0.317691666666667,"weeds",0,5,2.09
"29711","6_173","6","173","ellen","low","9","right","posterior","t300_500",-1.29610745416667,"weeds",0,5,2.09
"29733","6_173","6","173","ellen","low","8","midline","posterior","t300_500",0.01993125,"weeds",0,5,2.09
"29776","6_174","6","174","ellen","low","7","left","posterior","t300_500",-4.19327409090909,"court",0,5,3.71
"29785","6_174","6","174","ellen","low","9","right","posterior","t300_500",-5.24986181818182,"court",0,5,3.71
"29799","6_174","6","174","ellen","low","8","midline","posterior","t300_500",-5.34466363636364,"court",0,5,3.71
"29817","6_175","6","175","ellen","low","7","left","posterior","t300_500",-2.4502295,"scissors",0,8,2.53
"29852","6_175","6","175","ellen","low","9","right","posterior","t300_500",-4.16134,"scissors",0,8,2.53
"29864","6_175","6","175","ellen","low","8","midline","posterior","t300_500",-4.121735,"scissors",0,8,2.53
"29898","6_176","6","176","ellen","low","7","left","posterior","t300_500",-5.4443305,"paint",0,5,3.27
"29933","6_176","6","176","ellen","low","9","right","posterior","t300_500",-8.13062,"paint",0,5,3.27
"29940","6_176","6","176","ellen","low","8","midline","posterior","t300_500",-7.792529,"paint",0,5,3.27
"29957","6_177","6","177","ellen","low","7","left","posterior","t300_500",-4.1340665,"scale",0,5,2.69
"29975","6_177","6","177","ellen","low","9","right","posterior","t300_500",-3.74609525,"scale",0,5,2.69
"30002","6_177","6","177","ellen","low","8","midline","posterior","t300_500",-4.33974,"scale",0,5,2.69
"30032","6_178","6","178","ellen","low","9","right","posterior","t300_500",-1.48551227272727,"wine",0,4,3.49
"30050","6_178","6","178","ellen","low","7","left","posterior","t300_500",-0.842425,"wine",0,4,3.49
"30093","6_178","6","178","ellen","low","8","midline","posterior","t300_500",-1.57513954545455,"wine",0,4,3.49
"30131","6_179","6","179","ellen","low","7","left","posterior","t300_500",2.33491922727273,"word",0,4,4.08
"30150","6_179","6","179","ellen","low","9","right","posterior","t300_500",2.95129545454545,"word",0,4,4.08
"30157","6_179","6","179","ellen","low","8","midline","posterior","t300_500",2.93530318181818,"word",0,4,4.08
"30180","6_180","6","180","ellen","low","7","left","posterior","t300_500",1.14118590909091,"fries",0,5,2.78
"30208","6_180","6","180","ellen","low","8","midline","posterior","t300_500",0.941406954545455,"fries",0,5,2.78
"30209","6_180","6","180","ellen","low","9","right","posterior","t300_500",-0.0976579090909092,"fries",0,5,2.78
"30241","8_181","8","181","merp","low","7","left","posterior","t300_500",0.7711525,"centerpiece",0,11,1.52
"30288","8_181","8","181","merp","low","9","right","posterior","t300_500",-0.490516375,"centerpiece",0,11,1.52
"30300","8_181","8","181","merp","low","8","midline","posterior","t300_500",0.08523125,"centerpiece",0,11,1.52
"30316","8_182","8","182","merp","low","7","left","posterior","t300_500",1.1231485,"couch",0,5,3.08
"30346","8_182","8","182","merp","low","9","right","posterior","t300_500",0.7106095,"couch",0,5,3.08
"30369","8_182","8","182","merp","low","8","midline","posterior","t300_500",0.7581081,"couch",0,5,3.08
"30395","8_183","8","183","merp","low","7","left","posterior","t300_500",1.67234090909091,"stereo",0,6,2.48
"30426","8_183","8","183","merp","low","9","right","posterior","t300_500",1.24161272727273,"stereo",0,6,2.48
"30428","8_183","8","183","merp","low","8","midline","posterior","t300_500",1.17171318181818,"stereo",0,6,2.48
"30473","8_184","8","184","merp","low","9","right","posterior","t300_500",-3.41061409090909,"bahamas",0,7,2.04
"30513","8_184","8","184","merp","low","7","left","posterior","t300_500",-4.86603,"bahamas",0,7,2.04
"30518","8_184","8","184","merp","low","8","midline","posterior","t300_500",-4.45578090909091,"bahamas",0,7,2.04
"30565","8_185","8","185","merp","low","9","right","posterior","t300_500",-1.87673,"gloves",0,6,2.92
"30570","8_185","8","185","merp","low","7","left","posterior","t300_500",-0.576917777777778,"gloves",0,6,2.92
"30578","8_185","8","185","merp","low","8","midline","posterior","t300_500",-1.42720111111111,"gloves",0,6,2.92
"30612","8_186","8","186","merp","low","9","right","posterior","t300_500",-1.33386655555556,"child",0,5,3.91
"30638","8_186","8","186","merp","low","7","left","posterior","t300_500",-0.985061488888889,"child",0,5,3.91
"30645","8_186","8","186","merp","low","8","midline","posterior","t300_500",-1.60117222222222,"child",0,5,3.91
"30701","8_187","8","187","merp","low","9","right","posterior","t300_500",-0.861142222222222,"notes",0,5,3.1
"30727","8_187","8","187","merp","low","8","midline","posterior","t300_500",-1.99899444444444,"notes",0,5,3.1
"30735","8_187","8","187","merp","low","7","left","posterior","t300_500",-0.919607777777778,"notes",0,5,3.1
"30775","8_188","8","188","merp","low","7","left","posterior","t300_500",-0.00929772727272743,"woods",0,5,3.17
"30797","8_188","8","188","merp","low","9","right","posterior","t300_500",1.48833,"woods",0,5,3.17
