"","id","condcode","item","sentencetype","predictability","ROI","laterality","anteriority","window","amplitude","target","target.cloze","target.len","target.lg10WF"
"6313","7_208","7","208","merp","high","8","midline","posterior","t300_500",5.05597,"drugs",0.219,5,3.39
"6338","7_209","7","209","merp","high","7","left","posterior","t300_500",-1.2443225,"stereo",0.211,6,2.48
"6370","7_209","7","209","merp","high","9","right","posterior","t300_500",-2.1731665,"stereo",0.211,6,2.48
"6388","7_209","7","209","merp","high","8","midline","posterior","t300_500",-2.052474,"stereo",0.211,6,2.48
"6410","7_210","7","210","merp","high","7","left","posterior","t300_500",-3.20304090909091,"earrings",0.211,8,2.5
"6462","7_210","7","210","merp","high","8","midline","posterior","t300_500",-3.82743727272727,"earrings",0.211,8,2.5
"6468","7_210","7","210","merp","high","9","right","posterior","t300_500",-3.58345181818182,"earrings",0.211,8,2.5
"6484","7_211","7","211","merp","high","7","left","posterior","t300_500",2.75174541666667,"shoes",0.202,5,3.58
"6497","7_211","7","211","merp","high","8","midline","posterior","t300_500",1.50039416666667,"shoes",0.202,5,3.58
"6547","7_211","7","211","merp","high","9","right","posterior","t300_500",1.45598066666667,"shoes",0.202,5,3.58
"6568","7_212","7","212","merp","high","8","midline","posterior","t300_500",4.10026722222222,"boy",0.202,3,4.43
"6573","7_212","7","212","merp","high","7","left","posterior","t300_500",3.60085833333333,"boy",0.202,3,4.43
"6598","7_212","7","212","merp","high","9","right","posterior","t300_500",4.24349277777778,"boy",0.202,3,4.43
"6636","7_213","7","213","merp","high","7","left","posterior","t300_500",-1.33723888888889,"bikes",0.202,5,2.16
"6661","7_213","7","213","merp","high","8","midline","posterior","t300_500",-4.03708888888889,"bikes",0.202,5,2.16
"6668","7_213","7","213","merp","high","9","right","posterior","t300_500",-3.58641888888889,"bikes",0.202,5,2.16
"6708","7_214","7","214","merp","high","7","left","posterior","t300_500",2.99521444444444,"decision",0.193,8,3.45
"6714","7_214","7","214","merp","high","8","midline","posterior","t300_500",1.41998111111111,"decision",0.193,8,3.45
"6722","7_214","7","214","merp","high","9","right","posterior","t300_500",2.241075,"decision",0.193,8,3.45
"6771","7_215","7","215","merp","high","7","left","posterior","t300_500",3.18337333333333,"belly",0.184,5,2.9
"6794","7_215","7","215","merp","high","9","right","posterior","t300_500",2.52856375,"belly",0.184,5,2.9
"6797","7_215","7","215","merp","high","8","midline","posterior","t300_500",2.926375,"belly",0.184,5,2.9
"6843","7_216","7","216","merp","high","7","left","posterior","t300_500",1.67898272727273,"hair",0.184,4,3.89
"6865","7_216","7","216","merp","high","8","midline","posterior","t300_500",0.634890454545454,"hair",0.184,4,3.89
"6885","7_216","7","216","merp","high","9","right","posterior","t300_500",0.637832727272727,"hair",0.184,4,3.89
"6919","7_217","7","217","merp","high","7","left","posterior","t300_500",-1.23929583333333,"alarm",0.184,5,3.18
"6926","7_217","7","217","merp","high","9","right","posterior","t300_500",-0.545097916666667,"alarm",0.184,5,3.18
"6948","7_217","7","217","merp","high","8","midline","posterior","t300_500",-1.33217041666667,"alarm",0.184,5,3.18
"6985","7_218","7","218","merp","high","7","left","posterior","t300_500",2.052434,"work",0.175,4,4.61
"7002","7_218","7","218","merp","high","8","midline","posterior","t300_500",0.957663895,"work",0.175,4,4.61
"7012","7_218","7","218","merp","high","9","right","posterior","t300_500",1.1483225,"work",0.175,4,4.61
"7057","7_219","7","219","merp","high","7","left","posterior","t300_500",-0.523735,"mother",0.175,6,4.39
"7066","7_219","7","219","merp","high","8","midline","posterior","t300_500",-1.04917142857143,"mother",0.175,6,4.39
"7087","7_219","7","219","merp","high","9","right","posterior","t300_500",-1.88456857142857,"mother",0.175,6,4.39
"7133","7_220","7","220","merp","high","7","left","posterior","t300_500",-0.15487,"education",0.167,9,3
"7151","7_220","7","220","merp","high","8","midline","posterior","t300_500",-0.91581375,"education",0.167,9,3
"7159","7_220","7","220","merp","high","9","right","posterior","t300_500",-1.01805041666667,"education",0.167,9,3
"7214","7_221","7","221","merp","high","8","midline","posterior","t300_500",3.2790915,"coat",0.158,4,3.33
"7229","7_221","7","221","merp","high","7","left","posterior","t300_500",3.92398,"coat",0.158,4,3.33
"7231","7_221","7","221","merp","high","9","right","posterior","t300_500",5.01495,"coat",0.158,4,3.33
"7280","7_222","7","222","merp","high","8","midline","posterior","t300_500",3.02138541666667,"clothes",0.158,7,3.71
"7288","7_222","7","222","merp","high","7","left","posterior","t300_500",4.22461041666667,"clothes",0.158,7,3.71
"7328","7_222","7","222","merp","high","9","right","posterior","t300_500",1.84531320833333,"clothes",0.158,7,3.71
"7355","7_223","7","223","merp","high","7","left","posterior","t300_500",-0.0718666666666663,"bird",0.158,4,3.37
"7373","7_223","7","223","merp","high","8","midline","posterior","t300_500",-1.48277166666667,"bird",0.158,4,3.37
"7377","7_223","7","223","merp","high","9","right","posterior","t300_500",-2.09021722222222,"bird",0.158,4,3.37
"7417","7_224","7","224","merp","high","7","left","posterior","t300_500",0.562395625,"centerpiece",0.14,11,1.52
"7445","7_224","7","224","merp","high","9","right","posterior","t300_500",0.415143125,"centerpiece",0.14,11,1.52
"7468","7_224","7","224","merp","high","8","midline","posterior","t300_500",-0.5488775,"centerpiece",0.14,11,1.52
"7493","7_225","7","225","merp","high","9","right","posterior","t300_500",2.19985125,"pasta",0.14,5,2.34
"7503","7_225","7","225","merp","high","7","left","posterior","t300_500",2.482631875,"pasta",0.14,5,2.34
"7549","7_225","7","225","merp","high","8","midline","posterior","t300_500",2.17736625,"pasta",0.14,5,2.34
"7566","7_226","7","226","merp","high","8","midline","posterior","t300_500",5.70599545454545,"spaghetti",0.132,9,2.48
"7574","7_226","7","226","merp","high","9","right","posterior","t300_500",4.47027727272727,"spaghetti",0.132,9,2.48
"7601","7_226","7","226","merp","high","7","left","posterior","t300_500",5.83246454545455,"spaghetti",0.132,9,2.48
"7637","7_227","7","227","merp","high","7","left","posterior","t300_500",-0.0502172727272727,"candy",0.123,5,3.26
"7645","7_227","7","227","merp","high","8","midline","posterior","t300_500",-0.471638954545454,"candy",0.123,5,3.26
"7680","7_227","7","227","merp","high","9","right","posterior","t300_500",-1.23399909090909,"candy",0.123,5,3.26
"7709","7_228","7","228","merp","high","7","left","posterior","t300_500",-1.31618454545455,"deer",0.123,4,2.65
"7729","7_228","7","228","merp","high","8","midline","posterior","t300_500",-1.62265636363636,"deer",0.123,4,2.65
"7757","7_228","7","228","merp","high","9","right","posterior","t300_500",-3.36931772727273,"deer",0.123,4,2.65
"7792","7_229","7","229","merp","high","7","left","posterior","t300_500",1.907145,"mall",0.123,4,2.98
"7797","7_229","7","229","merp","high","8","midline","posterior","t300_500",1.751344,"mall",0.123,4,2.98
"7815","7_229","7","229","merp","high","9","right","posterior","t300_500",2.2281225,"mall",0.123,4,2.98
"7874","7_230","7","230","merp","high","7","left","posterior","t300_500",-1.5117563,"notes",0.105,5,3.1
"7885","7_230","7","230","merp","high","9","right","posterior","t300_500",-2.579701,"notes",0.105,5,3.1
"7906","7_230","7","230","merp","high","8","midline","posterior","t300_500",-2.5100165,"notes",0.105,5,3.1
"7958","7_231","7","231","merp","high","7","left","posterior","t300_500",-1.80262458333333,"coins",0.105,5,2.34
"7964","7_231","7","231","merp","high","8","midline","posterior","t300_500",-2.89759916666667,"coins",0.105,5,2.34
"7980","7_231","7","231","merp","high","9","right","posterior","t300_500",-3.77330708333333,"coins",0.105,5,2.34
"8018","7_232","7","232","merp","high","8","midline","posterior","t300_500",4.32288833333333,"pie",0.105,3,3.17
"8024","7_232","7","232","merp","high","7","left","posterior","t300_500",5.16973277777778,"pie",0.105,3,3.17
"8049","7_232","7","232","merp","high","9","right","posterior","t300_500",4.94170622222222,"pie",0.105,3,3.17
"8086","7_233","7","233","merp","high","8","midline","posterior","t300_500",1.0365415,"tea",0.298,3,3.48
"8094","7_233","7","233","merp","high","7","left","posterior","t300_500",2.076533555,"tea",0.298,3,3.48
"8103","7_233","7","233","merp","high","9","right","posterior","t300_500",0.46797,"tea",0.298,3,3.48
"8148","7_234","7","234","merp","high","8","midline","posterior","t300_500",-4.22876636363636,"chicken",0.29,7,3.5
"8170","7_234","7","234","merp","high","9","right","posterior","t300_500",-2.51629740909091,"chicken",0.29,7,3.5
"8190","7_234","7","234","merp","high","7","left","posterior","t300_500",-3.61541363636364,"chicken",0.29,7,3.5
"8225","7_235","7","235","merp","high","8","midline","posterior","t300_500",-1.37797409090909,"bus",0.281,3,3.58
"8250","7_235","7","235","merp","high","9","right","posterior","t300_500",-1.62412636363636,"bus",0.281,3,3.58
"8255","7_235","7","235","merp","high","7","left","posterior","t300_500",-1.42954681818182,"bus",0.281,3,3.58
"8313","7_236","7","236","merp","high","9","right","posterior","t300_500",0.121105,"couch",0.254,5,3.08
"8325","7_236","7","236","merp","high","7","left","posterior","t300_500",1.82864045454545,"couch",0.254,5,3.08
"8338","7_236","7","236","merp","high","8","midline","posterior","t300_500",1.50009454545455,"couch",0.254,5,3.08
"8378","7_237","7","237","merp","high","9","right","posterior","t300_500",-2.153015,"transplant",0.219,10,2.42
"8389","7_237","7","237","merp","high","8","midline","posterior","t300_500",-3.1163345,"transplant",0.219,10,2.42
"8395","7_237","7","237","merp","high","7","left","posterior","t300_500",-1.2950675,"transplant",0.219,10,2.42
"8449","7_238","7","238","merp","high","7","left","posterior","t300_500",2.3982425,"bleach",0.219,6,2.08
"8470","7_238","7","238","merp","high","8","midline","posterior","t300_500",2.34382416666667,"bleach",0.219,6,2.08
"8485","7_238","7","238","merp","high","9","right","posterior","t300_500",0.717125833333333,"bleach",0.219,6,2.08
"8516","7_239","7","239","merp","high","7","left","posterior","t300_500",0.190888291666667,"panda",0.211,5,2.04
"8541","7_239","7","239","merp","high","9","right","posterior","t300_500",0.804976916666667,"panda",0.211,5,2.04
"8568","7_239","7","239","merp","high","8","midline","posterior","t300_500",1.10417375,"panda",0.211,5,2.04
"8610","7_240","7","240","merp","high","9","right","posterior","t300_500",-1.99184133333333,"toast",0.325,5,3.23
"8635","7_240","7","240","merp","high","7","left","posterior","t300_500",-2.87680841666667,"toast",0.325,5,3.23
"8640","7_240","7","240","merp","high","8","midline","posterior","t300_500",-2.88282041666667,"toast",0.325,5,3.23
"8678","3_1","3","1","new","high","9","right","posterior","t300_500",5.32335833333333,"evicted",0.323,7,1.86
"8693","3_1","3","1","new","high","7","left","posterior","t300_500",5.18917333333333,"evicted",0.323,7,1.86
"8710","3_1","3","1","new","high","8","midline","posterior","t300_500",4.82843333333333,"evicted",0.323,7,1.86
"8728","3_2","3","2","new","high","9","right","posterior","t300_500",4.65609083333333,"hired",0.5,5,3.23
"8742","3_2","3","2","new","high","7","left","posterior","t300_500",5.26859166666667,"hired",0.5,5,3.23
"8766","3_2","3","2","new","high","8","midline","posterior","t300_500",5.5770745,"hired",0.5,5,3.23
"8798","3_3","3","3","new","high","8","midline","posterior","t300_500",4.8870093,"captured",0.167,8,2.79
"8806","3_3","3","3","new","high","7","left","posterior","t300_500",5.238172,"captured",0.167,8,2.79
"8813","3_3","3","3","new","high","9","right","posterior","t300_500",4.4445643,"captured",0.167,8,2.79
"8875","3_4","3","4","new","high","7","left","posterior","t300_500",0.468871666666667,"promoted",0.063,8,2.46
"8884","3_4","3","4","new","high","9","right","posterior","t300_500",-0.68705,"promoted",0.063,8,2.46
"8927","3_4","3","4","new","high","8","midline","posterior","t300_500",-0.132033333333333,"promoted",0.063,8,2.46
"8952","3_5","3","5","new","high","8","midline","posterior","t300_500",-5.812835,"punished",0.267,8,2.72
"8955","3_5","3","5","new","high","9","right","posterior","t300_500",-4.88761416666667,"punished",0.267,8,2.72
"8980","3_5","3","5","new","high","7","left","posterior","t300_500",-3.21595708333333,"punished",0.267,8,2.72
"9017","3_6","3","6","new","high","9","right","posterior","t300_500",1.450154,"praised",0.29,7,1.94
"9050","3_6","3","6","new","high","8","midline","posterior","t300_500",2.516135,"praised",0.29,7,1.94
"9059","3_6","3","6","new","high","7","left","posterior","t300_500",1.938822,"praised",0.29,7,1.94
"9095","3_7","3","7","new","high","9","right","posterior","t300_500",6.18615833333333,"served",0.067,6,3
"9113","3_7","3","7","new","high","8","midline","posterior","t300_500",5.7017125,"served",0.067,6,3
"9126","3_7","3","7","new","high","7","left","posterior","t300_500",7.03711666666667,"served",0.067,6,3
"9172","3_8","3","8","new","high","9","right","posterior","t300_500",-3.429553,"yelled",0.063,6,2.5
"9194","3_8","3","8","new","high","8","midline","posterior","t300_500",-3.399427,"yelled",0.063,6,2.5
"9198","3_8","3","8","new","high","7","left","posterior","t300_500",-1.674839,"yelled",0.063,6,2.5
"9232","3_9","3","9","new","high","7","left","posterior","t300_500",5.37055125,"treated",0.267,7,3.09
"9264","3_9","3","9","new","high","8","midline","posterior","t300_500",2.04554375,"treated",0.267,7,3.09
"9278","3_9","3","9","new","high","9","right","posterior","t300_500",1.1896575,"treated",0.267,7,3.09
"9341","3_10","3","10","new","high","7","left","posterior","t300_500",4.793977,"recommended",0.452,11,2.44
"9346","3_10","3","10","new","high","8","midline","posterior","t300_500",5.175337,"recommended",0.452,11,2.44
"9351","3_10","3","10","new","high","9","right","posterior","t300_500",3.141814,"recommended",0.452,11,2.44
"9382","3_11","3","11","new","high","7","left","posterior","t300_500",6.07389966666667,"adopted",0.167,7,2.63
"9406","3_11","3","11","new","high","9","right","posterior","t300_500",8.56649166666667,"adopted",0.167,7,2.63
"9411","3_11","3","11","new","high","8","midline","posterior","t300_500",8.05683333333333,"adopted",0.167,7,2.63
"9441","3_12","3","12","new","high","8","midline","posterior","t300_500",2.9466875,"punished",0.063,8,2.72
"9463","3_12","3","12","new","high","7","left","posterior","t300_500",1.96801666666667,"punished",0.063,8,2.72
"9494","3_12","3","12","new","high","9","right","posterior","t300_500",2.98882166666667,"punished",0.063,8,2.72
"9531","3_13","3","13","new","high","7","left","posterior","t300_500",5.22877,"promoted",0.097,8,2.46
"9551","3_13","3","13","new","high","8","midline","posterior","t300_500",2.06137,"promoted",0.097,8,2.46
"9576","3_13","3","13","new","high","9","right","posterior","t300_500",0.80223,"promoted",0.097,8,2.46
"9602","3_14","3","14","new","high","7","left","posterior","t300_500",-2.92992375,"treated",0.226,7,3.09
"9608","3_14","3","14","new","high","8","midline","posterior","t300_500",-3.1080875,"treated",0.226,7,3.09
"9648","3_14","3","14","new","high","9","right","posterior","t300_500",-3.4938,"treated",0.226,7,3.09
"9670","3_15","3","15","new","high","7","left","posterior","t300_500",-3.1012625,"hired",0.067,5,3.23
"9675","3_15","3","15","new","high","8","midline","posterior","t300_500",-1.981925,"hired",0.067,5,3.23
"9710","3_15","3","15","new","high","9","right","posterior","t300_500",-2.0614325,"hired",0.067,5,3.23
"9732","3_16","3","16","new","high","7","left","posterior","t300_500",-2.7911125,"slain",0.613,5,1.97
"9759","3_16","3","16","new","high","8","midline","posterior","t300_500",-3.682675,"slain",0.613,5,1.97
"9782","3_16","3","16","new","high","9","right","posterior","t300_500",-3.351525,"slain",0.613,5,1.97
"9805","3_17","3","17","new","high","7","left","posterior","t300_500",-1.48303333333333,"rescued",0.133,7,2.44
"9809","3_17","3","17","new","high","8","midline","posterior","t300_500",-0.806428333333333,"rescued",0.133,7,2.44
"9850","3_17","3","17","new","high","9","right","posterior","t300_500",-0.258445833333334,"rescued",0.133,7,2.44
